hidden_segment,age,income_k,monthly_visits,avg_spend,online_ratio,coupon_usage,return_rate
digital,30.037,17.7825,12.2178,228.9513,0.8016,0.2655,0.1619
price_sensitive,35.7515,5.5893,6.0272,184.7026,0.3857,0.503,0.0054
digital,30.3014,23.8766,9.4442,237.4719,0.8208,0.3366,0.1721
family,42.0211,22.8743,8.2545,283.4035,0.1766,0.324,0.0844
premium,47.7429,40.2267,4.3561,465.8626,0.4176,0.0763,0.0918
price_sensitive,34.2135,12.539,6.439,170.9143,0.3815,0.564,0.108
family,29.4596,31.0285,8.3828,331.6337,0.3505,0.3165,0.0072
digital,32.4259,20.1915,10.6186,220.2901,0.6541,0.2302,0.0854
family,41.9654,29.7423,7.7151,256.6931,0.248,0.1864,0.0643
price_sensitive,42.3414,20.8724,5.6233,174.0289,0.5692,0.3959,0.138
digital,31.6592,16.5818,9.8178,178.7095,0.7263,0.1608,0.1282
family,36.9816,24.8463,8.474,330.191,0.4276,0.1842,0.0673
premium,46.9183,30.5604,6.1602,483.2071,0.4398,0.0285,0.1007
price_sensitive,22.0687,12.1345,5.5334,197.5589,0.5257,0.6619,0.1265
family,42.8893,23.227,6.8877,326.2527,0.225,0.2957,0.0878
digital,25.543,16.6823,5.2861,185.0455,0.7388,0.1546,0.1445
digital,28.6385,17.6375,11.2857,138.4678,0.6618,0.0462,0.0751
premium,37.4919,28.3405,6.0973,603.0718,0.5367,0.1353,0.0679
price_sensitive,38.2763,6.6477,5.2924,169.428,0.5327,0.5169,0.0824
price_sensitive,25.5137,4.0,4.6281,250.7128,0.5642,0.5352,0.1337
digital,26.4643,9.7592,11.0413,163.3628,0.733,0.2615,0.0803
family,41.7588,29.3305,7.9063,327.7019,0.3644,0.4817,0.0522
family,39.0941,26.2539,7.3197,237.6329,0.3533,0.2274,0.0758
digital,36.1515,13.6841,8.3677,187.8779,0.8436,0.1379,0.0657
premium,44.3052,30.2751,5.6686,648.5669,0.5119,0.1628,0.0649
price_sensitive,24.018,8.5883,8.7758,156.477,0.4123,0.4824,0.0997
family,39.9834,21.8115,4.4683,225.7194,0.2432,0.1086,0.0302
price_sensitive,32.2181,6.4736,9.9066,152.0833,0.4021,0.5839,0.0709
premium,53.4656,32.9278,4.186,518.4862,0.394,0.1041,0.1226
digital,19.8935,21.2957,9.5756,161.3705,0.7048,0.2006,0.1527
digital,25.9338,19.1856,10.649,205.6475,0.8718,0.3286,0.0692
price_sensitive,31.0278,11.15,5.7301,145.9595,0.4021,0.5033,0.0428
digital,28.8511,11.9856,9.3685,124.0094,0.8615,0.0815,0.1334
price_sensitive,32.198,11.6754,8.0391,153.7593,0.3215,0.5895,0.1269
price_sensitive,42.0642,17.6305,6.8971,201.0765,0.4475,0.4886,0.0731
price_sensitive,26.8681,13.9697,5.033,139.7308,0.3189,0.423,0.0871
digital,25.0359,14.5864,10.8727,186.6368,0.6571,0.1967,0.164
digital,35.483,18.7477,7.6911,187.3488,0.6848,0.0548,0.0721
price_sensitive,44.8251,14.4341,8.4913,143.1215,0.1777,0.2284,0.1065
family,26.931,33.5374,6.1409,273.1124,0.2864,0.1739,0.0864
family,36.6772,15.6476,6.8569,294.2914,0.493,0.1885,0.0823
family,37.0963,27.3252,8.5705,477.6113,0.5147,0.4051,0.0768
digital,24.8633,14.5766,9.1056,217.4557,0.8191,0.1983,0.1226
digital,29.3179,13.2785,9.3994,231.4613,0.6459,0.2319,0.1227
premium,36.3157,27.0932,5.3245,660.7366,0.4889,0.2609,0.124
price_sensitive,53.6155,11.188,8.4349,127.8681,0.4725,0.5451,0.1395
price_sensitive,39.3694,11.0241,5.6269,188.2436,0.3403,0.3129,0.1158
premium,39.3957,9.6307,6.4598,405.6695,0.3324,0.1038,0.0906
premium,52.5375,47.5147,4.949,648.8809,0.6482,0.2017,0.0037
digital,19.1678,30.6617,5.5973,67.6785,0.7184,0.2957,0.181
price_sensitive,29.161,11.4822,5.3687,177.0947,0.1644,0.2116,0.0465
price_sensitive,40.1948,9.8895,5.0308,181.3135,0.4176,0.6049,0.0271
family,28.6452,15.8767,9.7232,573.0473,0.1504,0.2617,0.0621
premium,62.5929,42.1099,7.5243,659.3142,0.4499,0.0585,0.1086
price_sensitive,42.6522,12.5539,4.5963,94.2183,0.3947,0.4617,0.0129
family,39.8895,22.7892,6.6,368.286,0.6033,0.3015,0.0489
premium,42.0419,17.463,5.8298,444.7593,0.522,0.2011,0.0942
digital,31.735,12.1309,5.0092,308.0487,0.6008,0.2305,0.1898
digital,28.7107,15.6427,6.9679,233.4011,0.673,0.2473,0.1348
price_sensitive,31.4331,9.0563,3.5596,121.845,0.2776,0.5343,0.0523
family,35.4169,24.7971,6.906,267.88,0.2634,0.3664,0.0899
digital,41.8464,17.4382,4.1169,149.8652,0.7913,0.2222,0.0838
price_sensitive,31.2827,11.8982,6.8817,121.7842,0.5207,0.515,0.0993
price_sensitive,37.5938,14.915,4.1552,58.7149,0.2937,0.2283,0.0173
digital,32.6708,8.7031,10.1129,128.6488,0.6387,0.1454,0.1332
price_sensitive,42.8858,15.655,5.3047,154.8833,0.3767,0.4494,0.072
family,39.6419,17.2273,4.1635,331.124,0.2521,0.2391,0.0777
family,41.8251,16.8136,7.2205,223.1959,0.2356,0.263,0.0627
digital,33.7007,18.4836,12.0056,146.2311,0.7488,0.0891,0.087
digital,32.6675,14.615,8.6387,99.4804,0.7082,0.1103,0.1869
family,39.7925,20.6266,6.7956,240.5007,0.3597,0.1049,0.0343
premium,40.943,44.2642,5.4937,534.9134,0.4166,0.1781,0.1423
premium,51.5719,36.815,5.7227,558.6924,0.4176,0.2327,0.1228
digital,34.0947,27.5776,10.8143,245.3891,0.917,0.1485,0.1494
family,42.9726,16.9061,7.7528,300.9475,0.3685,0.3845,0.0592
digital,27.5355,12.6621,6.3531,208.0954,0.7794,0.2714,0.0269
price_sensitive,40.1419,14.8309,6.7371,125.4629,0.3251,0.382,0.1173
family,42.6503,22.7924,9.0834,178.9102,0.2977,0.2333,0.0629
price_sensitive,45.0653,13.0769,6.1586,208.983,0.4426,0.368,0.0775
premium,44.6464,40.5845,6.1811,489.3354,0.5863,0.172,0.0994
family,39.769,21.1201,8.7134,353.9067,0.3352,0.2492,0.0429
price_sensitive,36.5578,10.4595,7.7822,145.6716,0.4169,0.4411,0.1059
premium,47.2721,26.0604,6.3151,395.4413,0.2448,0.2047,0.0272
price_sensitive,20.7112,16.5825,6.997,141.1951,0.4157,0.3211,0.1389
premium,44.7595,43.4423,8.2797,430.1675,0.6551,0.2081,0.153
digital,18.0382,11.8335,8.0904,264.3752,0.7915,0.1291,0.105
digital,26.3869,24.7275,7.7476,52.8455,0.71,0.1341,0.0992
premium,55.0367,28.1802,4.634,497.4309,0.6616,0.0391,0.0327
premium,28.6141,32.1933,4.3757,664.7204,0.5208,0.1326,0.1182
digital,24.0211,12.5897,10.0838,285.5367,0.8849,0.1616,0.2076
premium,51.8726,28.3339,5.1908,510.3986,0.5628,0.2022,0.0843
premium,27.9404,34.7415,5.3041,446.5683,0.5463,0.1615,0.0592
family,35.0606,27.0402,8.4482,440.7677,0.3549,0.3413,0.1316
price_sensitive,35.8811,13.8857,5.1464,108.6501,0.4629,0.4957,0.0716
digital,27.4265,15.8065,10.1981,222.4134,0.9478,0.3855,0.046
price_sensitive,32.6007,21.5378,7.3715,134.3179,0.4355,0.2374,0.1375
price_sensitive,27.6982,8.77,3.8775,147.3624,0.5266,0.4742,0.0401
price_sensitive,32.2698,12.4358,4.2415,130.877,0.6936,0.5346,0.0905
premium,41.1529,29.3509,7.8502,500.4556,0.3987,0.0717,0.1133
premium,47.8123,28.0756,5.6954,496.2738,0.8448,0.1307,0.1445
digital,34.3992,24.5479,11.7485,243.6336,0.8661,0.0462,0.1564
digital,31.4437,21.6539,8.2612,227.487,0.6267,0.1785,0.0984
premium,49.3326,31.1582,5.4776,460.5759,0.5886,0.0691,0.1696
price_sensitive,23.2372,18.3634,5.8293,150.2943,0.5762,0.4323,0.0742
premium,40.0733,26.4676,5.1063,489.5831,0.4199,0.1116,0.0852
premium,39.3295,44.4783,5.216,411.2449,0.7524,0.0654,0.1189
price_sensitive,26.1725,17.816,5.371,106.1969,0.717,0.538,0.1122
premium,45.1893,31.5608,5.6039,334.9682,0.5422,0.2753,0.0755
family,30.9469,23.957,6.0771,313.7161,0.467,0.2135,0.073
digital,28.6142,17.9842,10.6821,206.9395,0.5151,0.0867,0.1281
family,23.0824,20.3428,8.4429,413.7702,0.5079,0.3718,0.0564
premium,30.2226,19.9937,8.6636,599.7699,0.5694,0.1263,0.1254
digital,24.382,23.6313,10.2271,157.8029,0.6839,0.2184,0.0705
price_sensitive,19.7826,6.6469,5.7291,107.8214,0.3927,0.5761,0.112
price_sensitive,38.405,6.4901,6.607,174.2863,0.4144,0.5149,0.0895
family,43.4806,21.1301,6.5043,304.4017,0.5796,0.2315,0.0762
premium,41.4298,46.4501,4.6121,447.3167,0.1719,0.1535,0.0842
family,43.5789,17.8037,10.2528,177.3517,0.2804,0.5104,0.0468
family,29.5047,24.9949,8.9947,345.302,0.202,0.3139,0.0193
family,34.8467,22.951,4.8313,294.5477,0.1799,0.3411,0.0508
price_sensitive,34.6508,23.9728,8.4292,132.63,0.5427,0.3107,0.0862
digital,18.0,17.3465,9.3946,250.6452,0.758,0.0422,0.103
digital,34.7051,19.8195,10.0873,93.4858,0.7855,0.1561,0.095
premium,43.4522,29.512,6.6228,398.2542,0.4922,0.1844,0.1075
digital,22.6629,16.4334,8.4543,202.2591,0.6528,0.2115,0.165
family,28.6548,25.0072,5.1205,346.7709,0.293,0.1552,0.0536
family,38.604,16.4511,8.2153,342.7441,0.3101,0.3158,0.0462
digital,27.0794,16.7598,5.5885,218.5655,0.5656,0.0793,0.1125
digital,30.7576,18.7893,12.7775,192.2558,0.7375,0.1768,0.0726
family,24.9383,14.2427,7.8267,338.2459,0.2945,0.2314,0.0953
digital,33.0763,22.1721,8.9435,170.7917,0.7816,0.0914,0.0097
family,30.0082,31.2923,9.4535,261.6042,0.1037,0.2713,0.0178
price_sensitive,34.6105,11.299,4.4803,145.5846,0.2649,0.4617,0.1102
family,31.357,16.4475,7.295,339.6365,0.2461,0.1632,0.0435
price_sensitive,31.648,10.6927,8.539,166.2743,0.3189,0.476,0.085
premium,43.51,24.372,5.7095,483.2038,0.4654,0.0725,0.0762
premium,40.3955,43.7695,7.2084,434.3363,0.3097,0.0534,0.0425
family,40.6538,19.8745,10.7702,349.0183,0.2548,0.4433,0.0801
digital,23.6268,19.7941,9.545,113.2708,0.6357,0.2641,0.0942
digital,30.5916,20.0216,10.487,191.0841,0.6746,0.1568,0.1018
family,34.0056,17.4238,5.4626,273.6771,0.4202,0.1096,0.0997
family,37.2987,15.2342,6.6531,388.0249,0.4324,0.059,0.0255
premium,40.0139,40.9206,5.7855,577.2627,0.6616,0.2156,0.0885
digital,27.1627,9.8461,7.0332,211.9492,0.7331,0.1588,0.1215
premium,36.5326,27.1096,5.8392,254.2204,0.465,0.0919,0.0937
price_sensitive,43.4408,9.9191,5.4989,116.178,0.2521,0.4749,0.1251
digital,31.9258,26.3015,8.171,72.8044,0.646,0.224,0.129
price_sensitive,31.9388,12.1144,6.3324,182.7562,0.3222,0.3827,0.0635
family,40.6341,32.7241,7.6783,385.2697,0.272,0.1449,0.054
price_sensitive,36.7996,18.679,6.5385,94.6918,0.2428,0.3434,0.0
family,33.1073,24.3124,8.4947,518.0783,0.4698,0.0154,0.0835
digital,39.8237,18.8367,8.3194,156.0797,0.7741,0.2411,0.1046
family,30.8044,11.369,7.6607,350.7197,0.4262,0.3643,0.0716
premium,36.5498,29.095,6.881,331.8833,0.5171,0.1798,0.0369
premium,47.8858,38.6607,6.1395,703.5391,0.3758,0.1625,0.1572
premium,45.7844,28.1111,4.9841,647.1159,0.3935,0.081,0.1491
premium,30.4862,18.5387,5.7694,430.0339,0.5833,0.1176,0.111
price_sensitive,36.1265,15.594,4.6351,120.8109,0.181,0.3979,0.0384
premium,43.6193,28.7835,4.9786,587.7865,0.6368,0.0295,0.0835
premium,44.8659,27.52,4.1763,410.5623,0.2984,0.1272,0.1449
family,36.0747,24.6603,7.1858,232.4872,0.3181,0.5693,0.0907
digital,41.6868,18.477,10.3011,162.4906,0.7182,0.2613,0.0969
price_sensitive,18.0,10.7142,6.7341,166.3179,0.3003,0.5968,0.0971
family,39.4542,23.7382,4.6298,179.3703,0.5187,0.0391,0.0727
price_sensitive,18.0,14.9006,5.6878,118.3863,0.4064,0.5367,0.1141
digital,29.4081,16.0796,6.2053,247.39,0.8879,0.2366,0.1582
family,30.1631,26.3816,6.7317,348.4005,0.2261,0.3602,0.1136
premium,38.4138,44.9096,5.2554,553.9066,0.3944,0.0447,0.1192
price_sensitive,28.9258,20.6554,5.5985,129.3589,0.2513,0.2737,0.0869
family,33.4795,28.736,7.8882,101.601,0.3221,0.0,0.0814
family,22.9001,13.9297,7.5309,293.6756,0.4365,0.3509,0.0527
digital,25.3476,12.3053,8.2058,83.0046,0.8172,0.2161,0.2514
price_sensitive,30.0477,15.0191,6.4535,152.7175,0.6496,0.5351,0.0747
digital,32.3507,17.2261,5.1248,126.0613,0.8556,0.045,0.1797
premium,35.0564,25.2806,3.0248,715.8649,0.4832,0.1204,0.0747
price_sensitive,38.4459,11.9288,8.1579,162.2072,0.4382,0.3375,0.1416
digital,18.9875,25.2342,8.6877,188.0594,0.7442,0.2067,0.2113
price_sensitive,24.2812,10.3745,5.4847,170.6346,0.2974,0.396,0.0704
price_sensitive,31.2401,14.6828,5.5178,103.4065,0.5969,0.4973,0.1406
family,40.1927,35.3509,9.9703,311.8756,0.4371,0.2735,0.0729
family,34.2934,7.7206,6.4925,232.8054,0.0819,0.3616,0.0211
premium,30.7143,26.6724,5.2389,657.0701,0.7372,0.0931,0.0365
price_sensitive,33.8326,11.6887,7.1935,191.3796,0.2836,0.461,0.1525
family,31.7253,20.0566,6.8245,280.9648,0.2237,0.2401,0.0882
premium,37.6938,17.3538,6.1432,639.7547,0.485,0.0749,0.0574
family,38.7037,29.0772,8.7072,286.678,0.3808,0.3862,0.0627
family,20.189,25.8581,10.9757,328.2596,0.4408,0.0728,0.021
price_sensitive,38.9917,13.5966,6.3427,119.1283,0.4779,0.3593,0.1448
family,36.3648,12.3515,8.5241,270.1634,0.5559,0.4061,0.0185
price_sensitive,22.619,9.0537,6.0563,122.8669,0.397,0.4688,0.042
premium,32.1858,39.2649,3.9084,533.7242,0.4997,0.1889,0.0205
family,34.3581,24.541,6.2631,364.3712,0.3246,0.2375,0.0278
price_sensitive,41.7602,9.6566,3.9321,207.632,0.2705,0.4554,0.0262
price_sensitive,24.1718,14.8319,6.378,86.3744,0.3964,0.6011,0.0178
family,45.7348,18.7211,5.8698,439.1769,0.5782,0.2633,0.0087
family,28.5037,22.6579,3.5027,188.2031,0.0566,0.1827,0.0184
family,42.1538,15.961,9.1449,291.4462,0.4275,0.2123,0.0279
family,30.7027,31.4334,4.469,397.6863,0.4064,0.4022,0.0673
family,43.9223,29.6022,5.7913,301.945,0.3351,0.2987,0.036
family,27.2534,19.1169,11.0535,417.1889,0.3088,0.3665,0.1026
digital,26.0675,20.628,9.0484,153.212,0.8438,0.2512,0.0523
